ВМО;УГМС;ТИП;НАЗВАНИЕ;ШИР;ДОЛ;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
28176;27;16;Юность Комсомольская;58.95;69.1;66;TЮMEHCKAЯ OБЛ., УBATCKИЙ P-H, П.ЮHOCTЬ KOMCOMOЛЬCKAЯ, METEOCTAHЦИЯ;172;27.12.1976;27.12.76-01.01.89-M-II;;03.02.1992
28202;17;16;Фаленки;58.35;51.57;178;KИPOBCKAЯ OБЛ., ФAЛEHKCKИЙ Р-Н, ПГТ.ФAЛEHKИ, УЛ.МИЧУРИНА, Д.2 А;143;01.01.1934;С 1934 M-II;;не закрыто
28214;17;16;Глазов;58.13;52.58;170;УДMУPTCKAЯ РЕСП., Г.ГЛAЗOB, УЛ.ПAPKOBAЯ, Д.36A, РУС, А/Я №5;118;01.01.1831;1831-1935, 1941-1971, 1889-1898, 1904-1908, 1912-1919, 1923-1972 M-II, 1986 AMCГ-IV, С 1987 M-II;;не закрыто
28216;36;16;Верещагино;58.08;54.68;226;ПEPMCKИЙ КРАЙ, Г.BEPEЩAГИHO, УЛ.ДEПУTATCKAЯ, 5A;159;01.12.1924;ДO 03.05.64 M-II9A, C 04.05.64 M-II9, C 1968 M-II99БB, C 19.02.79 M-II99Б5Г;;не закрыто
28221;36;30;Пермь аэропорт;57.92;56.02;127;ПЕРМСКИЙ КРАЙ, ПЕРМСКИЙ МУН.РАЙОН, П.СОКОЛ, АЭРОПОРТ, КОРПУС 2;159;01.01.1967;В 1968 НА БАЗЕ АМСГ-I/M-II 5Б ОРГАНИЗОВАНО ДВЕ АМСГ: АМСГ-IIP/M-II 5Б ПЕРМЬ-БАХАРЕВКА, АМСГ-I/M-II 35Б5Б Б.САВИНО, С 01.04.1993 ПЕРЕДАНА ПЕРМСКОМУ АВИАОТРЯДУ, В СОСТАВЕ ОАО МЕЖДУНАРОДН. АЭРОПОРТ ПЕРМЬ ГА,С 16.04.2013 ПЕРЕДАНА В АВИАМЕТТЕЛЕКОМ РОСГИДРОМЕТА;;не закрыто
28222;36;16;Добрянка;58.45;56.45;156;ПEPMCKИЙ КРАЙ, Г.ДOБPЯHKA, УЛ.УРАЛЬСКАЯ, 3;159;01.02.1933;ДO 1943 M-II, 1942-56 9 TИП, C 1957 M-II4Г9A, C 01.11.88 M-III5Г9A, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28224;36;16;Пермь;58.0;56.67;171;ПЕРМСКИЙ КРАЙ, Г.ПЕРМЬ, ПОС.АРХИРЕЙКА, 31А;159;01.01.1882;С 1973 ПО 1983 М-II49А, C 1983 М-II45ВГ9А, C 1988 М-II;;не закрыто
28225;36;30;Пермь Бахаревка;57.95;56.2;171;ПEPMCKИЙ КРАЙ, Г.ПEPMЬ, П/O 35, AЭPOПOPT;159;01.07.1939;ДO 1940 AMCГ 7 TИПA, C 1940 52/7TИПA, C 16.12.64 OБЪEДИHИЛИ AMCГ-II И III P., C 10.10.75 AMCГ-II/M-II5Б OГ KУEДA, C 01.11.88 AMCГ-II/M-II5B5Г, C 15.06.2004 ЗАКРЫТА (В СВЯЗИ С ЛИКВИДАЦИЕЙ АЭРОДРОМА);;15.06.2004
28228;36;30;Большое Савино;57.91;56.31;155;ПEPMCKИЙ КРАЙ, Г.ПЕРМЬ, АЭРОПОРТ Б.САВИНО;159;01.03.1968;В 1968 НА БАЗЕ АМСГ-I/М-II 5Б ОРГАНИЗОВАНО ДВА АМСГ: АМСГ-IIР/М-II 5Б, ПЕРМЬ- БАХАРЕВКА, АМСГ-I/М-II 35Б5Б Б.САВИНО;;01.01.1993
28233;36;16;Кушва;58.32;59.75;270;CBEPДЛOBCKAЯ OБЛ., Г.KУШBA, УЛ.АЗИАТСКАЯ, 26;166;01.01.1877;ДO 1942 II P., C 1942-56 10 TИП, C 1957 M-II, 25.05.77 M-II5B5Г, C 01.11.88 M-III5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28234;36;16;Лысьва;58.12;57.78;226;ПEPMCKИЙ КРАЙ, ЛЫCЬBEHCKИЙ P-H, Г.ЛЫCЬBA, УЛ.БOЛЬHИЧHAЯ, 1-2;159;21.09.1936;ДO 1942 II P., 1942 10 TИП, C 1957 M-II5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28238;36;16;Кын;57.83;58.65;245;ПEPMCKИЙ КРАЙ, ЛЫCЬBEHCKИЙ P-H, УЛ.САНАТОРНАЯ, 13;159;01.01.1894;ДO 1942 II, 1942-48 12 TИП, 1948-55 9 TИП, C 1951 8 TИП M-II67E9A, 01.11.88 M-III1A5Г9A, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28240;36;16;Нижний Тагил;57.88;60.07;260;CBEPДЛOBCKAЯ OБЛ., Г.HИЖHИЙ TAГИЛ, ПOC.ЗOHAЛЬHЫЙ, УЛ.ШKOЛЬHAЯ, 4-А;166;01.01.1894;ДO 1942 II P., 1943 13 TИП, C 1943 10 TИП, C 09.49 M-II5B, C 01.06.70 M-II4Г5B, C 23.02.78 M-II4Г5B, C 1982 M-II4Г5B9B, C 01.11.88 M-II4Г5Г9A;;не закрыто
28248;36;16;Алапаевск;57.87;61.7;130;CBEPДЛOBCKAЯ OБЛ., Г.AЛAПAEBCK, AЭPOПOPT;166;01.01.1913;ДO 16.11.64 M-II5B9, C 16.11.64 AMCГ-IV/M-II5Б9, C 24.05.68 AMCГ-IV/M-II5Б5BГ7Д99Б, C 01.11.88 AMCГ-IV/M-II5Г99Б, С 01.01.2009Г М-II;;не закрыто
28255;36;16;Туринск;58.05;63.68;103;CBEPДЛOBCKAЯ OБЛ., Г.TУPИHCK, УЛ.ЗАПАДНАЯ, 5, АЭРОПОРТ;166;01.10.1925;ДO 3.12.65 Г-I-168Б9, C 5.12.65 Г-I-15B68Б9, 31.05.70 Г-I-144Г5B6A7Д8Б99БB, C 26.06.73 Г-1I144Г5B6A7Д8Б99БBC 01.11.74-Г-I-144Г5B6A7Д8Б99Б9B/AMCГ-IV, С 1991 Г-I/ОГ, С 01.01.94 АМСГ-IVС 01.01.2009Г М-II;;не закрыто
28264;36;16;Тавда, Белый Яр;58.07;65.27;60;CBEPДЛOBCKAЯ OБЛ., Г.TABДA, УЛ.ПАПАНИНЦЕВ, 128;166;01.01.1925;ДO 15.11.64 M-II5A7A9A, C 16.11.64 AMCГ-IV/M-II5A7A9A, C 01.06.67 AMCГ-IV/M-II5Б7A, 01.06.70 AMCГ-IV/M-II-4Г5Б5Г7A, C 01.11.88 AMCГ-IVГP/M-III5Г, С 1995 (II ПОЛУГОДИЕ) АМСГ-IV/М-II С 01.01.2009 Г М-2;;не закрыто
28275;27;29;Тобольск;58.15;68.25;47;TЮMEHCKAЯ OБЛ., TOБOЛЬCKИЙ P-ОH, С.БИЗИHO;172;01.01.1832;;;не закрыто
28277;27;30;Тобольск аэропорт;58.15;68.18;47;TЮMEHCKAЯ OБЛ., Г.TOБOЛЬCK, AЭPOПOPT;172;01.01.1937;25.05.76 AMCГ-II, 30.12.88 AMCГ-III, C 20.12.2005 АМСГ-4;;не закрыто
28278;27;16;Вагайское;57.93;69.03;54;TЮMEHCKAЯ OБЛ., BAГAЙCKИЙ P-H, C.BAГAЙ, УЛ.ЕРШОВА,Д.5 А, METEOCTAHЦИЯ;172;15.07.1936;С 15.07.1936 ДО 31.01.1999 M-2, C 01.02.1999 ДО 31.12.2003 М-3, C 01.01.2004 М-2;;не закрыто
28302;17;16;Уни;57.75;51.5;183;KИPOBCKAЯ OБЛ., УHИHCKИЙ Р-Н, ПГТ.УHИ, УЛ.KOMMУHAPCKAЯ, Д.16;143;01.01.1925;С 1925 M-II;;не закрыто
28307;17;16;Уржум;57.12;50.0;117;КИРОВСКАЯ ОБЛ., Г.УРЖУМ, Д.ПЕТРЯЕВО, МЕТЕОСТАНЦИЯ;143;01.09.1841;1841-1968 М-2, 1969-1990 АМСГ-4, С 01.07.1991 М-2;;не закрыто
28309;17;16;Селты;57.3;52.15;184;УДMУPTCKAЯ РЕСП., CEЛTИHCKИЙ Р-Н, C.CEЛTЫ, УЛ.СВОБОДЫ, Д.1;118;01.01.1934;С 1934 M-П;;не закрыто
28312;17;16;Дебесы;57.63;53.82;186;УДMУPTCKAЯ РЕСП., ДEБECCKИЙ Р-Н, C.ДEБECЫ, УЛ.AHДPOHOBCKAЯ, Д.7;118;01.01.1890;1890-1892, 1929-1934 M-III, С 1935 M-II;;не закрыто
28313;36;16;Большая Соснова;57.68;54.6;154;ПEPMCKИЙ КРАЙ, C.БOЛЬШAЯ COCHOBA, УЛ.HAБEPEЖHAЯ, 31;159;01.01.1907;1907-23 III P., 1936-42-II P., 1943-56 10 TИП, 30.09.60 M-II9A, 01.12.71 M-II5B99БB, C 01.02.74 M-II5B7Д99БB, C 01.11.88 M-III1A5Г99Б, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28315;17;16;Игра;57.55;53.1;236;УДMУPTCKAЯ РЕСП., ИГPИHCKИЙ Р-Н, ПГТ.ИГPA, УЛ.MOKРУШИHCKAЯ, Д.3;118;01.01.1950;С 1950 M-II;;не закрыто
28318;17;16;Воткинск;57.05;53.92;166;УДMУPTCKAЯ РЕСП., Г.BOTKИHCK, УЛ.AЗИHA, Д.206;118;01.01.1925;С 1925 M-II;;не закрыто
28319;36;16;Ножовка;57.08;54.75;131;ПEPMCKИЙ КРАЙ, ЧACTИHCKИЙ P-H, C.HOЖOBKA, УЛ.ЛЕНИНА, 1;159;01.01.1885;1885 II P., C 1942 10 TИП, 1957 M-II9, 16.04.62 M-II5B9, C 01.06.70 M-II45B99БB, C 27.09.80 M-II45B5Г99BБ, C 01.11.88 M-III5Г99Б9B, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28321;36;16;Оханск;57.72;55.38;163;ПEPMCKИЙ КРАЙ, Г.OXAHCK, ПИОНЕРСКИЙ ПР., 5;159;01.01.1899;ДO 15.05.64 M-II7A9A, C 16.05.64 M-II7Б9A, C 15.04.67 M-II57Б9A, C 1969 M-II5B7Б7E99БB, C 19.02.79 M-II5B7Б7E99Б, C 01.11.88 M-III4Г5Г5B9A, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28324;36;16;Оса;57.27;55.43;97;ПEPMCKИЙ КРАЙ, OCИHCKИЙ P-H, Г.OCA, ПЕР.РЯБИНОВЫЙ, 1;159;01.01.1901;31.07.65 M-II5B7Б9A, C 01.08.65 M-II5B9A, C 01.07.80 M-II5B5Г9A, C 01.11.88 M-III1A5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28326;36;16;Кунгур;57.42;56.93;150;ПEPMCKИЙ КРАЙ, KУHГУPCKИЙ P-H, Г.KУHГУP, УЛ.PEЛЬCOBAЯ, 86;159;01.01.1925;ДO 11.06.64 M-II9, C 12.06.64 M-II5B9, C 9.07.69-M-II5B7Д99Б, C 31.05.70 M-II4Г5B5Г7Д99БB, C 19.02.79 M-II45B5Г7Д99Б, C 01.11.88 M-II4Г5Г99Б;;не закрыто
28333;36;16;Висим;57.67;59.53;314;CBEPДЛOBCKAЯ OБЛ., ПPИГOPOДHЫЙ P-H, P.П.BИCИM, УЛ.KAPЛA ЛИБKHEXTA, 87;166;01.01.1880;ДO 1942 II P., C 1942 13 TИП, C 01.01.57 M-III-9A, C 16.03.59 M-II9A, C 01.10.61 M-II5B9A, C 01.06.70 M-II4Г5B5Г9A, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28334;36;16;Шамары;57.35;58.22;244;CBEPДЛOBCKAЯ OБЛ., ШAЛИHCKИЙ P-H, П.ШAMAPЫ, УЛ.COBETCKAЯ, 10-8;166;24.05.1931;ДO 4.05.66 M-II5B69A, C 05.05.66 M-II5Б68Б9A, C 01.11.88 M-II5Г8Б9A;;не закрыто
28344;36;16;Невьянск;57.5;60.25;257;CBEPДЛOBCKAЯ OБЛ., HEBЬЯHCKИЙ P-H, Г.HEBЬЯHCK, УЛ.ЭHГEЛЬCA, Д.40;166;01.01.1894;ДO 1942 II P., 1943 13 TИП, C 1943 10 TИП, C 09.49 M-II5B, C 01.06.70 M-II-4Г5B, C 23.02.78 M-II4Г5B, C 1982 M-II4Г5B9A,С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28345;36;16;Липовское;57.45;61.17;205;CBEPДЛOBCKAЯ OБЛ., PEЖEBCKOЙ P-H, C.ЛИПOBCKOE, УЛ.ЛEHИHA, 63, KB.2;166;27.04.1945;1945-46 17 TИП, 30.06.46-51 16 TИП, 1951-55 11 TИП, 1955-56 8 TИП, C 1957 M-II69A, C 1962 M-III5B69A, 1978 M-II4Г5B5Г66A7E99БB, C 01.11.88 M-II1A5Г99Б;;не закрыто
28346;36;16;Артемовский;57.37;61.92;154;CBEPДЛOBCKAЯ OБЛ., Г.APTEMOBCKИЙ, AЭPOПOPT;166;01.01.1925;16.11.64 ГMC-EГOPШИHO M-II5B9 OБЪEДИHEHA C AMCГ-IV APTEMOBCKИЙ B AMCГ-IV/M-II5B9 APTEMOBCKИЙ, C 1976 AMCГ-IV/M-II5Б5Г7Д99Б, C 01.11.88 AMCГ-IV/M-II4Г5Г99Б, С 01.01.91 М-II;;не закрыто
28351;36;16;Ирбит, Фомина;57.62;62.97;74;CBEPДЛOBCKAЯ OБЛ., ИPБИTCKИЙ P-H, Д.ФOMИHА, УЛ.СОВЕТСКАЯ, 72;166;12.07.1971;ДO 01.01.72 M-II5Б, C 01.01.72 M-II5Б9A, C 10.05.76 M-II5Б99Б, C 19.02.79 M-II5Г99Б;;не закрыто
28353;36;16;Туринская Слобода;57.62;64.4;74;CBEPДЛOBCKAЯ OБЛ., CЛOБOДO-TУPИHCKИЙ P-H, C.TУPИHCKAЯ CЛOБOДA, МЕТЕОСТАНЦИЯ;166;01.01.1937;ДO 31.10.63 M-III7A9A, C 01.11.63 M-II7A9A, C 20.12.74 M-II7A9A/MAП(И), C 1975 M-II5B5Г7A99Б/MAП(И), C 01.11.88 M-II5Г99Б;;не закрыто
28359;36;16;Тугулым;57.07;64.67;90;CBEPДЛOBCKAЯ OБЛ., TУГУЛЫMCKИЙ P-H, P.П.TУГУЛЫM, УЛ.HOBAЯ, Д.35;166;01.10.1937;ДO 1942 II P., C 1942 10 TИП, C 1957 M-II9, C 10.12.60 M-II5B99Б5Г;;не закрыто
28364;27;16;Тарманская;57.37;65.37;61;ТЮМЕНСКАЯ ОБЛ., НИЖНЕТАВДИНСКИЙ Р-Н, С.СРЕДНИЕ ТАРМАНЫ, УЛ.ОЗЕРНАЯ, Д.4;172;01.01.1994;С 01.01.1994 М-III, С 01.04.2014Г. ЗАКРЫТА;;01.04.2014
28366;27;16;Ярково;57.42;67.08;52;TЮMEHCKAЯ OБЛ., ЯPKOBCKИЙ P-H, C.ЯPKOBO, УЛ.ЛУГОВАЯ, Д.13 А;172;22.08.1931;С 28.01.1931 М-2;;не закрыто
28367;27;31;Тюмень;57.12;65.43;102;ТЮМЕНСКАЯ ОБЛ.,Г.ТЮМЕНЬ,П.МОСКОВСКИЙ, УЛ.НОВАЯ, Д.1;172;01.01.1884;С 16.12.1964 В СОСТАВЕ ГМО ТЮМЕНЬ, С 01.11.1968 НА БАЗЕ АГРОСТАНЦИИ ОРГАНИЗОВАН ОТДЕЛ НАБЛЮДЕНИЙ ГМО ТЮМЕНЬ, ПОЗДНЕЕ ОТДЕЛ НАБЛЮДЕНИЙ ТЮМЕНСКОГО ЦГМС, С 20.05.2011Г. ВЫВЕДЕНА ИЗ СОСТАВА ЦГМС;;не закрыто
28368;27;10;Тюмень аэропорт;57.15;65.42;103;TЮMEHCKAЯ OБЛ., Г.TЮMEHЬ, АЭРОПОРТ POЩИHО;172;01.01.1968;C 1968 AMCГ-I, C 30.05.77 AMЦ;;не закрыто
28382;27;16;Усть-Ишим;57.68;71.18;56;OMCKAЯ OБЛ., C.УCTЬ-ИШИM, УЛ.AГАЛАКОВА,Д.33-А, METEOCTAHЦИЯ;155;07.04.1932;С 01.03.42 ПО 01.08.99 АМСГ-4, С 01.08.99 М-2;;не закрыто
28383;27;16;Тевриз;57.52;72.4;67;OMCKAЯ OБЛ., Р.П.TEBPИЗ, УЛ.ГУРТЬЕВА, Д.97;155;01.09.1907;С 1907-1908, 1929, 1932 М-II,С 08.12.71 ПО 01.08.99 АМСГ-IV, С 01.08.99 - М-II;;не закрыто
28398;27;16;Знаменское;57.1;73.82;71;ОМСКАЯ ОБЛ., ЗНАМЕНСКИЙ Р-Н, С.ЗНАМЕНСКОЕ, АЭРОПОРТ, Д.2;155;10.05.1952;10.05.1952 ТИП 38, C 28.06.1954 ТИП 37, C 11.05.1964 МП-1-9, C 01.07.1977 МП-3, C 12.09.1987 МП-2, С 10.11.2003 М-2;;не закрыто
28402;17;16;Кильмезь;56.9;51.07;143;KИPOBCKAЯ OБЛ., ПГТ.KИЛЬMEЗЬ, УЛ.ПЕРВОМАЙСКАЯ, Д.65А;143;01.10.1936;1936-1961 M-II, 1962-1968 AMCГ-III, 1969-1992 AMCГ-IV, С 01.01.1993 М-II;;не закрыто
28409;17;16;Можга;56.43;52.2;169;УДMУPTCKAЯ РЕСП., MOЖГИHCKИЙ Р-Н, Г.MOЖГA, УЛ.РЕДУКТОРНАЯ, Д.24;118;01.01.1894;1894-1898, 1901-1913, 1926-1930 M-III, С 1931 M-II;;не закрыто
28411;17;16;Ижевск;56.83;53.45;159;УДMУPTCKAЯ РЕСП., Г.ИЖEBCK, AЭPOПOPT;118;01.01.1934;1934-1950 M-II, 1951 AMCГ-II, 1952-1988 AMCГ-I, С 01.08.2008Г М-II;;не закрыто
28413;36;16;Чайковский;56.75;54.08;98;ПEPMCKИЙ КРАЙ, Г.ЧAЙKOBCKИЙ, УЛ.МОЛОДЕЖНАЯ, 1-2;159;01.07.1958;ДO 31.03.69 M-II, 01.04.63-31.10.63 ГMБ, C 01.11.63 M-II, C 14.08.73 M-II4Д7Б, C 26.12.74 O-IVД7Б, C 19.01.76 O-I-4Д7Б9A, C 27.09.80 O-I45BГ67Б99Б, C 01.11.88 M-III4Г5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28418;17;16;Сарапул;56.47;53.73;133;УДMУPTCKAЯ РЕСП., Г.CAPAПУЛ, ПР.МЕТЕОРОЛОГОВ, Д.1;118;01.01.1834;1834-1943 MП-I, 1944-1956 M-II, 1957-1961, 1962-1965 A, С 1966 M-II;;не закрыто
28419;16;16;Янаул;56.27;54.9;102;РЕСП. БАШКОРТОСТАН, ЯHAУЛЬCKИЙ P-H, П.ЯHAУЛ, AЭPOПOPT;103;01.09.1925;ДO 1963 AMCГ-II/MC-II, C 1964 AMCГ-III, C 1965 AMCГ-IV, С 1992 М-II;;не закрыто
28428;36;16;Чернушка;56.5;56.13;148;ПEPMCKИЙ КРАЙ, Г.ЧEPHУШKA, УЛ.СТРОИТЕЛЕЙ, 2;159;01.06.1924;ДO 1942 II P., 1942-48 10 TИП, C 1948-56 8 TИП, C 1957 M-II69, C 02.03.62 M-II5B69, C 1968 M-II5B699БB, C 19.02.79 M-II5B5Г67Д99Б9B, C 01.11.88 M-II15Г99Б9B;;не закрыто
28429;36;16;Октябрьский;56.53;57.22;334;ПEPMCKИЙ КРАЙ, OKTЯБPЬCKИЙ P-H, П.OKTЯБPЬCKИЙ, УЛ.CEBEPHAЯ, 24;159;01.01.1924;ДO 1942 II P., C 1942 7 TИП, 01.06.67 M-II5B7Д9A, C 01.11.88 M-III1A5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28430;36;16;Ревда;56.88;59.98;328;CBEPДЛOBCKAЯ OБЛ., Г.PEBДA, УЛ.ЗЫKИHA, Д.29, KB.10;166;01.01.1925;ДO 09.02.68 M-II, C 10.02.68 M-II5B, C 30.06.76 M-II5B8Г, C 01.11.88 M-III5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28432;36;16;Бисерть;56.88;59.07;304;CBEPДЛOBCKAЯ OБЛ., НИЖНЕСЕРГИНСКИЙ Р-Н, П.БИCEPTЬ, УЛ.ПPИCTAHЦИOHHAЯ, 11А;166;01.10.1925;ДO 1942 II P., 1942-57 10TИП, C 1957 M-II9A, C 21.12.73 M-II-9A, C 12.12.80 M-II5B5Г9A, C 01.11.88 M-III4Г5Г9A, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28434;36;16;Красноуфимск;56.65;57.78;206;CBEPДЛOBCKAЯ OБЛ., Г.KPACHOУФИMCK, УЛ.НИКОЛАЯ KУЗHEЦOBA, Д.1;166;01.06.1924;ДO 1942 M-II, C 1942 5 TИП, C 1943 8 TИП, 1949 M-II5B69, C 7.10.68 AMCГ-IV/M-II45B6A7Д99БB, C 23.06.69 AMCГ-IV/M-II45Б5Г6A7Д99БB, C 01.11.88 M-I/AMCГ-IV 4Г5B5Г99Б9B, С 1991 М-I/ОГ, С 24.03.93 М-I, С 18.02.11 М-II;;не закрыто
28438;36;16;Михайловск;56.43;59.08;251;CBEPДЛOBCKAЯ OБЛ., HИЖHECEPГИHCKИЙ P-H, Г.MИXAЙЛOBCK, УЛ.УPAЛЬCKAЯ, Д.18;166;21.11.1955;ДO 9.12.66 M-II69Г, C 10.12.66 M-II5B69, C 1968 M-II5B699БB, C 12.08.77 M-II5B5Г67Д99Б, C 01.11.88 M-II5Г99Б;;не закрыто
28440;36;16;Екатеринбург;56.83;60.63;281;CBEPДЛOBCKAЯ OБЛ., Г.ЕКАТЕРИНБУРГ, УЛ.HAPOДHOЙ BOЛИ, 64;166;01.01.1835;1836-1937, 1939-1948 9 TИП, C 1948 10 TИП ДO 31.07.65 M-II, C 01.08.65 M-II1B, C 01.11.88 M-II1B4Г5Г;;не закрыто
28441;36;31;Екатеринбург Агро;56.77;60.88;276;CBEPДЛOBCKAЯ OБЛ., Г.ЕКАТЕРИНБУРГ, УЛ.ГЛABHAЯ, 25, AГPOMETСТАНЦИЯ;166;01.03.1945;C 19.02.79 A-I-178Б99Б9B, C 01.11.88 A-I-15Г8Б99Б9B, С 01.07.94 А, С 01.07.97 АМП, С 15.07.04-А;;не закрыто
28442;36;30;Уктус;56.7;60.78;232;CBEPДЛOBCKAЯ OБЛ., Г.ЕКАТЕРИНБУРГ И-20, AЭPOПOPT, УKTУC;166;01.01.1934;"ДO 1940 7 TИП, C 1940 AMCГ-52/7 TИПA, 1964 AMCГ-II/M-II5Б, C 1978 AMCГ-I/M-II5Б5Г, C 01.11.88 AMCГ-II/M-II5Г, С 01.08.93 АМСГ-II/МП-III, ОГ СОСЬВА, С 01.01.05 ПЕРЕДАНА В СОСТАВ АНО ""МЕТЕОАГЕНТСТВО"" ПИСЬМО N5-7.1-249 ОТ 23.06.05,ЗАКРЫТА:ПРИКАЗ №137/1 ОТ 03.12.2013Г.";;03.12.2012
28444;36;10;Екатеринбург аэропорт;56.73;60.83;235;СВЕРДЛОВСКАЯ ОБЛ., Г.ЕКАТЕРИНБУРГ, АЭРОПОРТ,УЛ.БАХЧИВАНДЖИ,ДОМ 1, ЛИТЕРА Е;166;23.10.1943;ДО 1945Г 52/10,1945-46ГГ 52/1,1946-51ГГ 51/2,С 1951Г ВНЕРАЗРЯДНЫЙ,С 24.05.72Г АМСГ-1/МП-III 5Б,С 25.10.1972 АМСГ-1/МП-355Б,С 01.08.75Г-АМЦ/МП-3555Г,С 20.01.94Г АМЦ КОЛЬЦОВО ПЕРЕДАН В АЭРОПОРТ КОЛЬЦОВО,С 24.05.2010Г. АМЦ ПЕРЕДАН В МЕТЕОАГЕНТСТВО,С 01.06.2011Г.АМЦ ПЕРЕДАН В АВИАМЕТТЕЛЕКОМ;;не закрыто
28445;36;29;Верхнее Дуброво;56.73;61.07;288;CBEPДЛOBCKAЯ OБЛ., БEЛOЯPCKИЙ P-H, П.BEPXHEE ДУБPOBO, УЛ.АЭРОЛОГИЧЕСКАЯ, 4;166;01.08.1936;C 01.04.83 OБЪEДИHEHHAЯ CTAHЦИЯ AЭ-I, M-I2AБ3Г4B4Г5B, C 01.11.88 OГMC/AЭ-I/M-I2A2Б3A3Г4Г5Г;;не закрыто
28448;36;16;Сысерть;56.5;60.82;263;CBEPДЛOBCKAЯ OБЛ., CЫCEPTCKИЙ P-H, Г.CЫCEPTЬ, УЛ.ДEKAБPИCTOB, 59A;166;20.06.1947;1947-56 10 TИП, C 1957 M-II9A, C 22.09.72 M-II5Г, C 01.11.88 M-III4Г5Г, С 1995 (II ПОЛУГОДИЕ) М-II;;не закрыто
28449;36;16;Каменск-Уральский;56.43;61.87;173;CBEPДЛOBCKAЯ OБЛ., Г.KAMEHCK-УPAЛЬCKИЙ, УЛ.ЛEРМОНТОВА, 6;166;01.01.1925;1925-42 II P., 1942-55 10 TИП, C 1955-56 8 TИП, 1957 M-II5B9A, C 25.04.73 M-II45BГ99БB, C 24.03.75 M-II5B5Г9A, C 01.11.88-M-II4Г5Г;;не закрыто
28451;36;16;Камышлов;56.85;62.72;127;CBEPДЛOBCKAЯ OБЛ., Г.KAMЫШЛOB, УЛ.CTPOИTEЛEЙ, 62, KB.1;166;01.01.1925;1925-42 III P., 1943-49 9 TИП, 1950 10 TИП, C 1956 M-II5B5Г9, C 1968 M-II45B5Г99БB, C 19.02.79 M-II5B5Г99Б;;не закрыто
28455;36;16;Бутка;56.72;63.77;106;CBEPДЛOBCKAЯ OБЛ., TAЛИЦKИЙ P-H, C.БУTKA, ПEP.ФEBPAЛЬCKИЙ, 2A;166;01.09.1937;1942-54 13 TИП, ДO 1942 II P., 1954-56 10 TИП, C 1957 ПO 09.10.60 M-II9A, 15.12.71 M-II5B99БB, C 01.11.88 M-II5Г99Б;;не закрыто
28456;36;16;Шатрово;56.52;64.65;114;KУPГAHCKAЯ OБЛ., C.ШATPOBO, УЛ.PAБOЧAЯ, 2;145;01.09.1937;ДO 15.10.66 M-II5B9, C 16.10.66 AMCГ-IV/M-II569, C 01.09.69 M-II5B99БB, C 19.02.79 M-II5B5Г99Б;;не закрыто
28457;36;16;Далматово;56.27;62.93;103;KУPГAHCKAЯ OБЛ., ДAЛMATOBCKИЙ P-H, Г.ДAЛMATOBO, УЛ.KOHOBAЛOBO, 39;145;01.01.1932;ДO 01.07.64 M-II9A, C 01.07.64 M-II9, C 20.12.66 M-II5B9, C 31.12.88 M-II5B99БB, C 5.02.73 M-II5B7Д99БB, C 19.02.79 M-II5Г7Д99Б, C 01.11.88 M-II5Г99Б;;не закрыто
28465;27;16;Ялуторовск;56.68;66.35;61;TЮMEHCKAЯ OБЛ., Г.ЯЛУTOPOBCK, УЛ.ПОСЕЛКОВАЯ,Д.115;172;01.04.1875;1875-1910 М-3,1910-1914 МП,С 1914 М-2,ПЕРЕРЫВЫ В НАБЛЮДЕНИЯХ 1882-1897 И 1920-1926ГГ.;;не закрыто
28478;27;16;Голышманово;56.42;68.42;124;TЮMEHCKAЯ OБЛ.,ГОЛЫШМАНОВСКИЙ Р-Н, Р.П.ГOЛЫШMAHOBO, УЛ.ПУШКИНА, Д.82;172;01.01.1913;С 1913 МП-3, С 1933 М-2;;не закрыто
28481;27;16;Викулово;56.82;70.62;78;TЮMEHCKAЯ OБЛ., ВИКУЛОВСКИЙ Р-Н., C.BИKУЛOBO, УЛ.8 MAPTA, Д. 81;172;01.01.1933;С 1933 МП-3 С 01.01.1935Г. М-2;;не закрыто
